DATA VENDA,PRODUTO,VALOR,ESTADO,REGIÃO
2017-01-31,Fox, R$ 54750.00 ,Rio Grande do Sul,Sul
2017-01-31,Gol, R$ 42990.00 ,Tocantins,Norte
2017-01-31,Up!, R$ 37990.00 ,Minas Gerais,Sudeste
2017-01-31,Gol, R$ 42990.00 ,Espírito Santo,Sudeste
2017-01-31,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2017-02-01,Fox, R$ 54750.00 ,Pernambuco,Nordeste
2017-02-01,Up!, R$ 37990.00 ,Amapá,Norte
2017-02-01,Fox, R$ 54750.00 ,Rio de Janeiro,Sudeste
2017-02-01,Fox, R$ 54750.00 ,Pernambuco,Nordeste
2017-02-01,Gol, R$ 42990.00 ,Minas Gerais,Sudeste
2017-02-01,Up!, R$ 37990.00 ,Minas Gerais,Sudeste
2017-02-01,Voyage, R$ 49990.00 ,Pernambuco,Nordeste
2017-02-01,Fox, R$ 54750.00 ,Minas Gerais,Sudeste
2017-02-01,Jetta, R$ 94190.00 ,São Paulo,Sudeste
2017-02-01,Saveiro, R$ 47490.00 ,Espírito Santo,Sudeste
2017-02-01,Gol, R$ 42990.00 ,Alagoas,Nordeste
2017-02-01,Gol, R$ 42990.00 ,Mato Grosso do Sul,Centro-Oeste
2017-02-01,SpaceFox, R$ 59160.00 ,Goiás,Centro-Oeste
2017-02-01,Gol, R$ 42990.00 ,Ceará,Nordeste
2017-02-01,Saveiro, R$ 47490.00 ,Goiás,Centro-Oeste
2017-02-02,Up!, R$ 37990.00 ,Rio Grande do Sul,Sul
2017-02-02,Gol, R$ 42990.00 ,Espírito Santo,Sudeste
2017-02-02,Voyage, R$ 49990.00 ,Rio de Janeiro,Sudeste
2017-02-02,Voyage, R$ 49990.00 ,Rio Grande do Sul,Sul
2017-02-02,Gol, R$ 42990.00 ,Roraima,Norte
2017-02-02,Up!, R$ 37990.00 ,Rio de Janeiro,Sudeste
2017-02-02,Saveiro, R$ 47490.00 ,Mato Grosso,Centro-Oeste
2017-02-02,Jetta, R$ 94190.00 ,Minas Gerais,Sudeste
2017-02-02,Up!, R$ 37990.00 ,Ceará,Nordeste
2017-02-02,Saveiro, R$ 47490.00 ,Mato Grosso,Centro-Oeste
2017-02-02,Gol, R$ 42990.00 ,Pernambuco,Nordeste
2017-02-02,Gol, R$ 42990.00 ,Minas Gerais,Sudeste
2017-02-02,Saveiro, R$ 47490.00 ,Paraná,Sul
2017-02-03,Voyage, R$ 49990.00 ,Amapá,Norte
2017-02-03,Up!, R$ 37990.00 ,Minas Gerais,Sudeste
2017-02-03,Voyage, R$ 49990.00 ,Rio Grande do Sul,Sul
2017-02-03,Up!, R$ 37990.00 ,Minas Gerais,Sudeste
2017-02-03,Gol, R$ 42990.00 ,Ceará,Nordeste
2017-02-03,Voyage, R$ 49990.00 ,Espírito Santo,Sudeste
2017-02-03,Fox, R$ 54750.00 ,Goiás,Centro-Oeste
2017-02-03,Gol, R$ 42990.00 ,Espírito Santo,Sudeste
2017-02-03,Up!, R$ 37990.00 ,Maranhão,Nordeste
2017-02-03,Saveiro, R$ 47490.00 ,Piauí,Nordeste
2017-02-03,Gol, R$ 42990.00 ,Rondônia,Norte
2017-02-03,Gol, R$ 42990.00 ,Rondônia,Norte
2017-02-03,Gol, R$ 42990.00 ,Minas Gerais,Sudeste
2017-02-04,Saveiro, R$ 47490.00 ,Minas Gerais,Sudeste
2017-02-04,Up!, R$ 37990.00 ,Espírito Santo,Sudeste
2017-02-04,Gol, R$ 42990.00 ,Piauí,Nordeste
2017-02-04,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2017-02-04,Fox, R$ 54750.00 ,Goiás,Centro-Oeste
2017-02-04,Jetta, R$ 94190.00 ,Paraná,Sul
2017-02-04,Gol, R$ 42990.00 ,Pernambuco,Nordeste
2017-02-04,Saveiro, R$ 47490.00 ,Goiás,Centro-Oeste
2017-02-04,Saveiro, R$ 47490.00 ,Goiás,Centro-Oeste
2017-02-04,Saveiro, R$ 47490.00 ,São Paulo,Sudeste
2017-02-04,Gol, R$ 42990.00 ,Amapá,Norte
2017-02-04,Up!, R$ 37990.00 ,Pernambuco,Nordeste
2017-02-04,Jetta, R$ 94190.00 ,Alagoas,Nordeste
2017-02-05,Up!, R$ 37990.00 ,Minas Gerais,Sudeste
2017-02-05,Gol, R$ 42990.00 ,Tocantins,Norte
2017-02-05,Saveiro, R$ 47490.00 ,Minas Gerais,Sudeste
2017-02-05,Saveiro, R$ 47490.00 ,Minas Gerais,Sudeste
2017-02-05,Gol, R$ 42990.00 ,Pernambuco,Nordeste
2017-02-05,Up!, R$ 37990.00 ,Ceará,Nordeste
2017-02-05,Up!, R$ 37990.00 ,Rondônia,Norte
2017-02-05,Saveiro, R$ 47490.00 ,Ceará,Nordeste
2017-02-05,Up!, R$ 37990.00 ,Tocantins,Norte
2017-02-05,Voyage, R$ 49990.00 ,Mato Grosso do Sul,Centro-Oeste
2017-02-05,Fox, R$ 54750.00 ,Rio de Janeiro,Sudeste
2017-02-06,SpaceFox, R$ 59160.00 ,Rio Grande do Sul,Sul
2017-02-06,Gol, R$ 42990.00 ,Piauí,Nordeste
2017-02-06,Up!, R$ 37990.00 ,Rio de Janeiro,Sudeste
2017-02-06,Gol, R$ 42990.00 ,São Paulo,Sudeste
2017-02-06,Up!, R$ 37990.00 ,Bahia,Nordeste
2017-02-06,Gol, R$ 42990.00 ,Rio Grande do Norte,Nordeste
2017-02-06,Saveiro, R$ 47490.00 ,Rio de Janeiro,Sudeste
2017-02-06,Up!, R$ 37990.00 ,Minas Gerais,Sudeste
2017-02-06,Fox, R$ 54750.00 ,Rio Grande do Sul,Sul
2017-02-06,Gol, R$ 42990.00 ,Espírito Santo,Sudeste
2017-02-06,Saveiro, R$ 47490.00 ,Goiás,Centro-Oeste
2017-02-06,Gol, R$ 42990.00 ,Tocantins,Norte
2017-02-06,Saveiro, R$ 47490.00 ,Rio de Janeiro,Sudeste
2017-02-06,Gol, R$ 42990.00 ,Minas Gerais,Sudeste
2017-02-07,Fox, R$ 54750.00 ,Espírito Santo,Sudeste
2017-02-07,Gol, R$ 42990.00 ,Pernambuco,Nordeste
2017-02-07,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2017-02-07,Saveiro, R$ 47490.00 ,Rio de Janeiro,Sudeste
2017-02-07,Gol, R$ 42990.00 ,Santa Catarina,Sul
2017-02-07,Saveiro, R$ 47490.00 ,Minas Gerais,Sudeste
2017-02-07,Gol, R$ 42990.00 ,Espírito Santo,Sudeste
2017-02-07,Saveiro, R$ 47490.00 ,São Paulo,Sudeste
2017-02-07,Gol, R$ 42990.00 ,Minas Gerais,Sudeste
2017-02-07,Gol, R$ 42990.00 ,Espírito Santo,Sudeste
2017-02-07,Fox, R$ 54750.00 ,São Paulo,Sudeste
2017-02-07,Fox, R$ 54750.00 ,Amapá,Norte
2017-02-07,Up!, R$ 37990.00 ,Goiás,Centro-Oeste
2017-02-07,Voyage, R$ 49990.00 ,Goiás,Centro-Oeste
2017-02-07,Saveiro, R$ 47490.00 ,Piauí,Nordeste
2017-02-08,SpaceFox, R$ 59160.00 ,Minas Gerais,Sudeste
2017-02-08,Jetta, R$ 94190.00 ,Roraima,Norte
2017-02-08,Gol, R$ 42990.00 ,Piauí,Nordeste
2017-02-08,Fox, R$ 54750.00 ,Goiás,Centro-Oeste
2017-02-08,Gol, R$ 42990.00 ,Minas Gerais,Sudeste
2017-02-08,Up!, R$ 37990.00 ,Rio Grande do Sul,Sul
2017-02-08,Jetta, R$ 94190.00 ,Pará,Norte
2017-02-08,Up!, R$ 37990.00 ,São Paulo,Sudeste
2017-02-08,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2017-02-08,Voyage, R$ 49990.00 ,Pernambuco,Nordeste
2017-02-08,Saveiro, R$ 47490.00 ,Pernambuco,Nordeste
2017-02-08,Voyage, R$ 49990.00 ,Amapá,Norte
2017-02-08,Jetta, R$ 94190.00 ,Espírito Santo,Sudeste
2017-02-08,Gol, R$ 42990.00 ,Bahia,Nordeste
2017-02-08,Jetta, R$ 94190.00 ,Mato Grosso do Sul,Centro-Oeste
2017-02-08,Fox, R$ 54750.00 ,Amazonas,Norte
2017-02-09,Voyage, R$ 49990.00 ,Minas Gerais,Sudeste
2017-02-09,Gol, R$ 42990.00 ,São Paulo,Sudeste
2017-02-09,Gol, R$ 42990.00 ,Alagoas,Nordeste
2017-02-09,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2017-02-09,Up!, R$ 37990.00 ,Minas Gerais,Sudeste
2017-02-09,Voyage, R$ 49990.00 ,Rio de Janeiro,Sudeste
2017-02-09,Gol, R$ 42990.00 ,Goiás,Centro-Oeste
2017-02-09,Saveiro, R$ 47490.00 ,Rio Grande do Sul,Sul
2017-02-09,Gol, R$ 42990.00 ,Minas Gerais,Sudeste
2017-02-09,Gol, R$ 42990.00 ,Goiás,Centro-Oeste
2017-02-09,Up!, R$ 37990.00 ,Rio de Janeiro,Sudeste
2017-02-09,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2017-02-09,Fox, R$ 54750.00 ,Goiás,Centro-Oeste
2017-02-09,Up!, R$ 37990.00 ,Sergipe,Nordeste
2017-02-09,Jetta, R$ 94190.00 ,Mato Grosso do Sul,Centro-Oeste
2017-02-09,Voyage, R$ 49990.00 ,Goiás,Centro-Oeste
2017-02-09,Up!, R$ 37990.00 ,Bahia,Nordeste
2017-02-10,Gol, R$ 42990.00 ,Espírito Santo,Sudeste
2017-02-10,Gol, R$ 42990.00 ,São Paulo,Sudeste
2017-02-10,Gol, R$ 42990.00 ,Amazonas,Norte
2017-02-10,Up!, R$ 37990.00 ,Rondônia,Norte
2017-02-10,Gol, R$ 42990.00 ,Sergipe,Nordeste
2017-02-10,Up!, R$ 37990.00 ,Paraíba,Nordeste
2017-02-10,Gol, R$ 42990.00 ,Pará,Norte
2017-02-10,Saveiro, R$ 47490.00 ,Rondônia,Norte
2017-02-10,Up!, R$ 37990.00 ,Rondônia,Norte
2017-02-10,Saveiro, R$ 47490.00 ,Maranhão,Nordeste
2017-02-10,Gol, R$ 42990.00 ,Paraíba,Nordeste
2017-02-10,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2017-02-10,SpaceFox, R$ 59160.00 ,Bahia,Nordeste
2017-02-10,Up!, R$ 37990.00 ,Pernambuco,Nordeste
2017-02-10,Gol, R$ 42990.00 ,Roraima,Norte
2017-02-10,Jetta, R$ 94190.00 ,Espírito Santo,Sudeste
2017-02-11,Gol, R$ 42990.00 ,Minas Gerais,Sudeste
2017-02-11,Fox, R$ 54750.00 ,Espírito Santo,Sudeste
2017-02-11,Gol, R$ 42990.00 ,São Paulo,Sudeste
2017-02-11,Saveiro, R$ 47490.00 ,Minas Gerais,Sudeste
2017-02-11,Gol, R$ 42990.00 ,Piauí,Nordeste
2017-02-11,Gol, R$ 42990.00 ,Rio de Janeiro,Sudeste
2017-02-11,Up!, R$ 37990.00 ,Paraná,Sul
2017-02-12,Gol, R$ 42990.00 ,Rio Grande do Norte,Nordeste
2017-02-12,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2017-02-12,Gol, R$ 42990.00 ,Amapá,Norte
2017-02-12,Fox, R$ 54750.00 ,Sergipe,Nordeste
2017-02-12,Saveiro, R$ 47490.00 ,São Paulo,Sudeste
2017-02-12,Fox, R$ 54750.00 ,Rio Grande do Sul,Sul
2017-02-12,Voyage, R$ 49990.00 ,Rio Grande do Sul,Sul
2017-02-12,Up!, R$ 37990.00 ,Espírito Santo,Sudeste
2017-02-12,Up!, R$ 37990.00 ,Espírito Santo,Sudeste
2017-02-12,SpaceFox, R$ 59160.00 ,Rio de Janeiro,Sudeste
2017-02-12,Up!, R$ 37990.00 ,Rio Grande do Sul,Sul
2017-02-12,Saveiro, R$ 47490.00 ,Rio de Janeiro,Sudeste
2017-02-12,SpaceFox, R$ 59160.00 ,Rio de Janeiro,Sudeste
2017-02-12,Up!, R$ 37990.00 ,Espírito Santo,Sudeste
2017-02-13,Voyage, R$ 49990.00 ,Tocantins,Norte
2017-02-13,Gol, R$ 42990.00 ,São Paulo,Sudeste
2017-02-13,Gol, R$ 42990.00 ,Goiás,Centro-Oeste
2017-02-13,Voyage, R$ 49990.00 ,Rio Grande do Sul,Sul
2017-02-13,Saveiro, R$ 47490.00 ,Minas Gerais,Sudeste
2017-02-13,Saveiro, R$ 47490.00 ,Minas Gerais,Sudeste
2017-02-13,Saveiro, R$ 47490.00 ,Mato Grosso do Sul,Centro-Oeste
2017-02-13,Voyage, R$ 49990.00 ,Goiás,Centro-Oeste
2017-02-13,Gol, R$ 42990.00 ,Mato Grosso,Centro-Oeste
2017-02-13,Voyage, R$ 49990.00 ,São Paulo,Sudeste
2017-02-13,Saveiro, R$ 47490.00 ,Espírito Santo,Sudeste
2017-02-13,Voyage, R$ 49990.00 ,Mato Grosso do Sul,Centro-Oeste
2017-02-13,Gol, R$ 42990.00 ,Ceará,Nordeste
2017-02-13,Voyage, R$ 49990.00 ,Bahia,Nordeste
2017-02-13,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2017-02-13,Fox, R$ 54750.00 ,Rio de Janeiro,Sudeste
2017-02-13,Saveiro, R$ 47490.00 ,Paraná,Sul
2017-02-14,Gol, R$ 42990.00 ,Rio de Janeiro,Sudeste
2017-02-14,Gol, R$ 42990.00 ,Espírito Santo,Sudeste
2017-02-14,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2017-02-14,Gol, R$ 42990.00 ,Goiás,Centro-Oeste
2017-02-14,Saveiro, R$ 47490.00 ,Minas Gerais,Sudeste
2017-02-14,Saveiro, R$ 47490.00 ,Mato Grosso,Centro-Oeste
2017-02-14,Saveiro, R$ 47490.00 ,Amapá,Norte
2017-02-14,Up!, R$ 37990.00 ,Minas Gerais,Sudeste
2017-02-14,Up!, R$ 37990.00 ,Rondônia,Norte
2017-02-15,Up!, R$ 37990.00 ,São Paulo,Sudeste
2017-02-15,Saveiro, R$ 47490.00 ,Rio de Janeiro,Sudeste
2017-02-15,Gol, R$ 42990.00 ,Goiás,Centro-Oeste
2017-02-15,Up!, R$ 37990.00 ,São Paulo,Sudeste
2017-02-15,Gol, R$ 42990.00 ,Goiás,Centro-Oeste
2017-02-15,Fox, R$ 54750.00 ,Minas Gerais,Sudeste
2017-02-15,Gol, R$ 42990.00 ,Roraima,Norte
2017-02-15,Gol, R$ 42990.00 ,Mato Grosso,Centro-Oeste
2017-02-15,Jetta, R$ 94190.00 ,Bahia,Nordeste
2017-02-15,Voyage, R$ 49990.00 ,Pará,Norte
2017-02-16,Gol, R$ 42990.00 ,Mato Grosso,Centro-Oeste
2017-02-16,Gol, R$ 42990.00 ,Sergipe,Nordeste
2017-02-16,Saveiro, R$ 47490.00 ,Alagoas,Nordeste
2017-02-16,Up!, R$ 37990.00 ,Minas Gerais,Sudeste
2017-02-16,Saveiro, R$ 47490.00 ,Roraima,Norte
2017-02-16,Gol, R$ 42990.00 ,Pernambuco,Nordeste
2017-02-16,Gol, R$ 42990.00 ,Bahia,Nordeste
2017-02-16,Fox, R$ 54750.00 ,Bahia,Nordeste
2017-02-16,Gol, R$ 42990.00 ,Sergipe,Nordeste
2017-02-16,Jetta, R$ 94190.00 ,Goiás,Centro-Oeste
2017-02-16,Gol, R$ 42990.00 ,Alagoas,Nordeste
2017-02-16,Gol, R$ 42990.00 ,São Paulo,Sudeste
2017-02-16,Fox, R$ 54750.00 ,Goiás,Centro-Oeste
2017-02-16,Gol, R$ 42990.00 ,Acre,Norte
2017-02-17,Voyage, R$ 49990.00 ,Espírito Santo,Sudeste
2017-02-17,Gol, R$ 42990.00 ,Rio de Janeiro,Sudeste
2017-02-17,Saveiro, R$ 47490.00 ,São Paulo,Sudeste
2017-02-17,SpaceFox, R$ 59160.00 ,Maranhão,Nordeste
2017-02-17,Up!, R$ 37990.00 ,São Paulo,Sudeste
2017-02-17,Gol, R$ 42990.00 ,Pará,Norte
2017-02-17,SpaceFox, R$ 59160.00 ,São Paulo,Sudeste
2017-02-17,SpaceFox, R$ 59160.00 ,Paraíba,Nordeste
2017-02-17,Fox, R$ 54750.00 ,Rio de Janeiro,Sudeste
2017-02-17,Up!, R$ 37990.00 ,Minas Gerais,Sudeste
2017-02-17,Gol, R$ 42990.00 ,Santa Catarina,Sul
2017-02-17,Gol, R$ 42990.00 ,Santa Catarina,Sul
2017-02-17,Gol, R$ 42990.00 ,Goiás,Centro-Oeste
2017-02-17,Gol, R$ 42990.00 ,São Paulo,Sudeste
2017-02-17,Voyage, R$ 49990.00 ,Ceará,Nordeste
2017-02-17,Up!, R$ 37990.00 ,Minas Gerais,Sudeste
2017-02-17,Jetta, R$ 94190.00 ,Mato Grosso do Sul,Centro-Oeste
2017-02-18,Up!, R$ 37990.00 ,Espírito Santo,Sudeste
2017-02-18,Gol, R$ 42990.00 ,Minas Gerais,Sudeste
2017-02-18,Up!, R$ 37990.00 ,Ceará,Nordeste
2017-02-18,Gol, R$ 42990.00 ,São Paulo,Sudeste
2017-02-18,Fox, R$ 54750.00 ,Pernambuco,Nordeste
2017-02-18,Saveiro, R$ 47490.00 ,Goiás,Centro-Oeste
2017-02-18,Gol, R$ 42990.00 ,Rio Grande do Norte,Nordeste
2017-02-18,Jetta, R$ 94190.00 ,Maranhão,Nordeste
2017-02-18,Gol, R$ 42990.00 ,Rio de Janeiro,Sudeste
2017-02-18,Up!, R$ 37990.00 ,Santa Catarina,Sul
2017-02-18,Saveiro, R$ 47490.00 ,Piauí,Nordeste
2017-02-18,Voyage, R$ 49990.00 ,Rio de Janeiro,Sudeste
2017-02-19,Gol, R$ 42990.00 ,Ceará,Nordeste
2017-02-19,Up!, R$ 37990.00 ,Alagoas,Nordeste
2017-02-19,Gol, R$ 42990.00 ,Minas Gerais,Sudeste
2017-02-19,Up!, R$ 37990.00 ,Rio Grande do Sul,Sul
2017-02-19,Gol, R$ 42990.00 ,Pernambuco,Nordeste
2017-02-19,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2017-02-19,Up!, R$ 37990.00 ,Rio Grande do Norte,Nordeste
2017-02-19,Up!, R$ 37990.00 ,Minas Gerais,Sudeste
2017-02-19,Up!, R$ 37990.00 ,Alagoas,Nordeste
2017-02-19,Gol, R$ 42990.00 ,Mato Grosso,Centro-Oeste
2017-02-20,SpaceFox, R$ 59160.00 ,São Paulo,Sudeste
2017-02-20,Gol, R$ 42990.00 ,Goiás,Centro-Oeste
2017-02-20,Gol, R$ 42990.00 ,Bahia,Nordeste
2017-02-20,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2017-02-20,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2017-02-20,Up!, R$ 37990.00 ,Minas Gerais,Sudeste
2017-02-20,Gol, R$ 42990.00 ,Rondônia,Norte
2017-02-20,Voyage, R$ 49990.00 ,Rio de Janeiro,Sudeste
2017-02-20,SpaceFox, R$ 59160.00 ,Paraná,Sul
2017-02-20,Up!, R$ 37990.00 ,Minas Gerais,Sudeste
2017-02-20,SpaceFox, R$ 59160.00 ,Goiás,Centro-Oeste
2017-02-20,Up!, R$ 37990.00 ,Roraima,Norte
2017-02-20,Gol, R$ 42990.00 ,Goiás,Centro-Oeste
2017-02-20,Gol, R$ 42990.00 ,Rio de Janeiro,Sudeste
2017-02-20,Voyage, R$ 49990.00 ,Rio Grande do Sul,Sul
2017-02-20,Up!, R$ 37990.00 ,Rio de Janeiro,Sudeste
2017-02-21,Gol, R$ 42990.00 ,Pernambuco,Nordeste
2017-02-21,Gol, R$ 42990.00 ,Minas Gerais,Sudeste
2017-02-21,Gol, R$ 42990.00 ,Amazonas,Norte
2017-02-21,Saveiro, R$ 47490.00 ,Sergipe,Nordeste
2017-02-21,Up!, R$ 37990.00 ,Paraíba,Nordeste
2017-02-21,Fox, R$ 54750.00 ,Sergipe,Nordeste
2017-02-21,SpaceFox, R$ 59160.00 ,Paraíba,Nordeste
2017-02-21,Fox, R$ 54750.00 ,Espírito Santo,Sudeste
2017-02-21,Gol, R$ 42990.00 ,São Paulo,Sudeste
2017-02-21,Up!, R$ 37990.00 ,Goiás,Centro-Oeste
2017-02-21,Gol, R$ 42990.00 ,Amapá,Norte
2017-02-21,Gol, R$ 42990.00 ,Pernambuco,Nordeste
2017-02-22,Gol, R$ 42990.00 ,Goiás,Centro-Oeste
2017-02-22,SpaceFox, R$ 59160.00 ,São Paulo,Sudeste
2017-02-22,Gol, R$ 42990.00 ,São Paulo,Sudeste
2017-02-22,Up!, R$ 37990.00 ,Acre,Norte
2017-02-22,Saveiro, R$ 47490.00 ,Minas Gerais,Sudeste
2017-02-22,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2017-02-22,Up!, R$ 37990.00 ,Espírito Santo,Sudeste
2017-02-22,SpaceFox, R$ 59160.00 ,Pará,Norte
2017-02-22,Gol, R$ 42990.00 ,Minas Gerais,Sudeste
2017-02-22,Gol, R$ 42990.00 ,Goiás,Centro-Oeste
2017-02-22,Saveiro, R$ 47490.00 ,Sergipe,Nordeste
2017-02-22,Saveiro, R$ 47490.00 ,São Paulo,Sudeste
2017-02-23,Jetta, R$ 94190.00 ,Amapá,Norte
2017-02-23,Gol, R$ 42990.00 ,Pernambuco,Nordeste
2017-02-23,Jetta, R$ 94190.00 ,Rio de Janeiro,Sudeste
2017-02-23,Saveiro, R$ 47490.00 ,Alagoas,Nordeste
2017-02-23,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2017-02-23,Up!, R$ 37990.00 ,Amazonas,Norte
2017-02-23,Gol, R$ 42990.00 ,Rio de Janeiro,Sudeste
2017-02-24,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2017-02-24,Saveiro, R$ 47490.00 ,Minas Gerais,Sudeste
2017-02-24,Jetta, R$ 94190.00 ,Goiás,Centro-Oeste
2017-02-24,Saveiro, R$ 47490.00 ,Espírito Santo,Sudeste
2017-02-24,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2017-02-24,Gol, R$ 42990.00 ,São Paulo,Sudeste
2017-02-24,Up!, R$ 37990.00 ,Pernambuco,Nordeste
2017-02-24,Up!, R$ 37990.00 ,Rondônia,Norte
2017-02-24,Fox, R$ 54750.00 ,Pernambuco,Nordeste
2017-02-24,Jetta, R$ 94190.00 ,Goiás,Centro-Oeste
2017-02-24,SpaceFox, R$ 59160.00 ,Pernambuco,Nordeste
2017-02-24,Fox, R$ 54750.00 ,Santa Catarina,Sul
2017-02-24,Gol, R$ 42990.00 ,Espírito Santo,Sudeste
2017-02-25,Fox, R$ 54750.00 ,Rio Grande do Sul,Sul
2017-02-25,Saveiro, R$ 47490.00 ,Rio de Janeiro,Sudeste
2017-02-25,Voyage, R$ 49990.00 ,São Paulo,Sudeste
2017-02-25,Jetta, R$ 94190.00 ,Pernambuco,Nordeste
2017-02-25,Gol, R$ 42990.00 ,Mato Grosso do Sul,Centro-Oeste
2017-02-25,Gol, R$ 42990.00 ,Pernambuco,Nordeste
2017-02-25,Fox, R$ 54750.00 ,São Paulo,Sudeste
2017-02-25,Up!, R$ 37990.00 ,Mato Grosso,Centro-Oeste
2017-02-25,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2017-02-25,Up!, R$ 37990.00 ,Goiás,Centro-Oeste
2017-02-25,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2017-02-25,Fox, R$ 54750.00 ,Rio Grande do Sul,Sul
2017-02-25,Gol, R$ 42990.00 ,Paraná,Sul
2017-02-25,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2017-02-25,Fox, R$ 54750.00 ,Rio Grande do Sul,Sul
2017-02-25,Saveiro, R$ 47490.00 ,São Paulo,Sudeste
2017-02-25,Gol, R$ 42990.00 ,Amazonas,Norte
2017-02-25,Up!, R$ 37990.00 ,Rio Grande do Sul,Sul
2017-02-25,SpaceFox, R$ 59160.00 ,São Paulo,Sudeste
2017-02-26,Gol, R$ 42990.00 ,Minas Gerais,Sudeste
2017-02-26,Fox, R$ 54750.00 ,Rio Grande do Sul,Sul
2017-02-26,Gol, R$ 42990.00 ,Amazonas,Norte
2017-02-26,Gol, R$ 42990.00 ,São Paulo,Sudeste
2017-02-26,Gol, R$ 42990.00 ,São Paulo,Sudeste
2017-02-26,Fox, R$ 54750.00 ,Tocantins,Norte
2017-02-26,Voyage, R$ 49990.00 ,Espírito Santo,Sudeste
2017-02-26,Gol, R$ 42990.00 ,Piauí,Nordeste
2017-02-26,Saveiro, R$ 47490.00 ,Espírito Santo,Sudeste
2017-02-26,SpaceFox, R$ 59160.00 ,São Paulo,Sudeste
2017-02-26,Fox, R$ 54750.00 ,Minas Gerais,Sudeste
2017-02-26,Up!, R$ 37990.00 ,Rio de Janeiro,Sudeste
2017-02-26,Gol, R$ 42990.00 ,Amazonas,Norte
2017-02-26,Voyage, R$ 49990.00 ,Roraima,Norte
2017-02-26,Up!, R$ 37990.00 ,São Paulo,Sudeste
2017-02-26,Gol, R$ 42990.00 ,Alagoas,Nordeste
2017-02-26,Voyage, R$ 49990.00 ,Goiás,Centro-Oeste
2017-02-26,Saveiro, R$ 47490.00 ,Maranhão,Nordeste
2017-02-26,Fox, R$ 54750.00 ,Rio de Janeiro,Sudeste
2017-02-26,Fox, R$ 54750.00 ,Minas Gerais,Sudeste
2017-02-26,Gol, R$ 42990.00 ,Maranhão,Nordeste
2017-02-26,Saveiro, R$ 47490.00 ,Rio de Janeiro,Sudeste
2017-02-27,Voyage, R$ 49990.00 ,Pará,Norte
2017-02-27,Saveiro, R$ 47490.00 ,Espírito Santo,Sudeste
2017-02-27,Gol, R$ 42990.00 ,Rio de Janeiro,Sudeste
2017-02-27,Saveiro, R$ 47490.00 ,Minas Gerais,Sudeste
2017-02-27,Jetta, R$ 94190.00 ,Minas Gerais,Sudeste
2017-02-27,Gol, R$ 42990.00 ,São Paulo,Sudeste
2017-02-27,Gol, R$ 42990.00 ,Tocantins,Norte
2017-02-27,Fox, R$ 54750.00 ,Rio Grande do Sul,Sul
2017-02-27,Gol, R$ 42990.00 ,São Paulo,Sudeste
2017-02-27,Gol, R$ 42990.00 ,Pernambuco,Nordeste
2017-02-28,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2017-02-28,Voyage, R$ 49990.00 ,Alagoas,Nordeste
2017-02-28,Up!, R$ 37990.00 ,Amapá,Norte
2017-02-28,Voyage, R$ 49990.00 ,Rio Grande do Norte,Nordeste
2017-02-28,Gol, R$ 42990.00 ,Pernambuco,Nordeste
2017-02-28,Gol, R$ 42990.00 ,São Paulo,Sudeste
2017-02-28,Saveiro, R$ 47490.00 ,Alagoas,Nordeste
2017-02-28,Gol, R$ 42990.00 ,Rio de Janeiro,Sudeste
2017-02-28,Up!, R$ 37990.00 ,Minas Gerais,Sudeste
2017-02-28,Jetta, R$ 94190.00 ,Acre,Norte
2017-02-28,Gol, R$ 42990.00 ,Pará,Norte
2017-02-28,SpaceFox, R$ 59160.00 ,Espírito Santo,Sudeste
2017-02-28,Fox, R$ 54750.00 ,Rio Grande do Sul,Sul
2017-02-28,Gol, R$ 42990.00 ,Espírito Santo,Sudeste
2017-03-01,Gol, R$ 42990.00 ,Goiás,Centro-Oeste
2017-03-01,Saveiro, R$ 47490.00 ,Goiás,Centro-Oeste
2017-03-01,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2017-03-01,Gol, R$ 42990.00 ,Ceará,Nordeste
2017-03-01,SpaceFox, R$ 59160.00 ,Paraíba,Nordeste
2017-03-01,Up!, R$ 37990.00 ,Rio Grande do Sul,Sul
2017-03-01,Gol, R$ 42990.00 ,Rio Grande do Norte,Nordeste
